time, h, v, der(h), der(v), ground, e, g, _D_whenCondition1, _D_whenCondition2
4, 0.743736, -1.16822, -1.16822, -9.81, 0.3, 0.95, 9.81, 0, 0
4.01, 0.732054, -1.26632, -1.26632, -9.81, 0.4, 0.95, 9.81, 0, 0
4.02, 0.71939, -1.36442, -1.36442, -9.81, 0.4, 0.95, 9.81, 0, 0
4.03, 0.705746, -1.46252, -1.46252, -9.81, 0.4, 0.95, 9.81, 0, 0
4.04, 0.691121, -1.56062, -1.56062, -9.81, 0.4, 0.95, 9.81, 0, 0
4.05, 0.675515, -1.65872, -1.65872, -9.81, 0.4, 0.95, 9.81, 0, 0
4.06, 0.658928, -1.75682, -1.75682, -9.81, 0.4, 0.95, 9.81, 0, 0
4.07, 0.641359, -1.85492, -1.85492, -9.81, 0.4, 0.95, 9.81, 0, 0
4.08, 0.62281, -1.95302, -1.95302, -9.81, 0.4, 0.95, 9.81, 0, 0
4.09, 0.60328, -2.05112, -2.05112, -9.81, 0.4, 0.95, 9.81, 0, 0
4.1, 0.582769, -2.14922, -2.14922, -9.81, 0.4, 0.95, 9.81, 0, 0
4.11, 0.561276, -2.24732, -2.24732, -9.81, 0.4, 0.95, 9.81, 0, 0
4.12, 0.538803, -2.34542, -2.34542, -9.81, 0.4, 0.95, 9.81, 0, 0
4.13, 0.515349, -2.44352, -2.44352, -9.81, 0.4, 0.95, 9.81, 0, 0
4.14, 0.490914, -2.54162, -2.54162, -9.81, 0.4, 0.95, 9.81, 0, 0
4.15, 0.465497, -2.63972, -2.63972, -9.81, 0.4, 0.95, 9.81, 0, 0
4.16, 0.4391, -2.73782, -2.73782, -9.81, 0.4, 0.95, 9.81, 0, 0
4.17, 0.411722, -2.83592, -2.83592, -9.81, 0.4, 0.95, 9.81, 0, 0
4.18, 0.383363, 2.78732, 2.78732, -9.81, 0.4, 0.95, 9.81, 0, 1
4.19, 0.411236, 2.68922, 2.68922, -9.81, 0.4, 0.95, 9.81, 0, 0
4.2, 0.438128, 2.59112, 2.59112, -9.81, 0.4, 0.95, 9.81, 0, 0
4.21, 0.464039, 2.49302, 2.49302, -9.81, 0.4, 0.95, 9.81, 0, 0
4.22, 0.48897, 2.39492, 2.39492, -9.81, 0.4, 0.95, 9.81, 0, 0
4.23, 0.512919, 2.29682, 2.29682, -9.81, 0.4, 0.95, 9.81, 0, 0
4.24, 0.535887, 2.19872, 2.19872, -9.81, 0.4, 0.95, 9.81, 0, 0
4.25, 0.557874, 2.10062, 2.10062, -9.81, 0.4, 0.95, 9.81, 0, 0
4.26, 0.578881, 2.00252, 2.00252, -9.81, 0.4, 0.95, 9.81, 0, 0
4.27, 0.598906, 1.90442, 1.90442, -9.81, 0.4, 0.95, 9.81, 0, 0
4.28, 0.61795, 1.80632, 1.80632, -9.81, 0.4, 0.95, 9.81, 0, 0
4.29, 0.636013, 1.70822, 1.70822, -9.81, 0.4, 0.95, 9.81, 0, 0
4.3, 0.653095, 1.61012, 1.61012, -9.81, 0.4, 0.95, 9.81, 0, 0
4.31, 0.669197, 1.51202, 1.51202, -9.81, 0.4, 0.95, 9.81, 0, 0
4.32, 0.684317, 1.41392, 1.41392, -9.81, 0.4, 0.95, 9.81, 0, 0
4.33, 0.698456, 1.31582, 1.31582, -9.81, 0.4, 0.95, 9.81, 0, 0
4.34, 0.711614, 1.21772, 1.21772, -9.81, 0.4, 0.95, 9.81, 0, 0
4.35, 0.723791, 1.11962, 1.11962, -9.81, 0.4, 0.95, 9.81, 0, 0
4.36, 0.734988, 1.02152, 1.02152, -9.81, 0.4, 0.95, 9.81, 0, 0
4.37, 0.745203, 0.923422, 0.923422, -9.81, 0.4, 0.95, 9.81, 0, 0
4.38, 0.754437, 0.825322, 0.825322, -9.81, 0.4, 0.95, 9.81, 0, 0
4.39, 0.76269, 0.727222, 0.727222, -9.81, 0.4, 0.95, 9.81, 0, 0
4.4, 0.769963, 0.629122, 0.629122, -9.81, 0.4, 0.95, 9.81, 0, 0
4.41, 0.776254, 0.531022, 0.531022, -9.81, 0.4, 0.95, 9.81, 0, 0
4.42, 0.781564, 0.432922, 0.432922, -9.81, 0.4, 0.95, 9.81, 0, 0
4.43, 0.785893, 0.334822, 0.334822, -9.81, 0.4, 0.95, 9.81, 0, 0
4.44, 0.789241, 0.236722, 0.236722, -9.81, 0.4, 0.95, 9.81, 0, 0
4.45, 0.791609, 0.138622, 0.138622, -9.81, 0.4, 0.95, 9.81, 0, 0
4.46, 0.792995, 0.0405217, 0.0405217, -9.81, 0.4, 0.95, 9.81, 0, 0
4.47, 0.7934, -0.0575783, -0.0575783, -9.81, 0.4, 0.95, 9.81, 0, 0
4.48, 0.792824, -0.155678, -0.155678, -9.81, 0.4, 0.95, 9.81, 0, 0
4.49, 0.791268, -0.253778, -0.253778, -9.81, 0.4, 0.95, 9.81, 0, 0
4.5, 0.78873, -0.351878, -0.351878, -9.81, 0.4, 0.95, 9.81, 0, 0
4.51, 0.785211, -0.449978, -0.449978, -9.81, 0.4, 0.95, 9.81, 0, 0
4.52, 0.780711, -0.548078, -0.548078, -9.81, 0.4, 0.95, 9.81, 0, 0
4.53, 0.77523, -0.646178, -0.646178, -9.81, 0.4, 0.95, 9.81, 0, 0
4.54, 0.768769, -0.744278, -0.744278, -9.81, 0.4, 0.95, 9.81, 0, 0
4.55, 0.761326, -0.842378, -0.842378, -9.81, 0.4, 0.95, 9.81, 0, 0
4.56, 0.752902, -0.940478, -0.940478, -9.81, 0.4, 0.95, 9.81, 0, 0
4.57, 0.743497, -1.03858, -1.03858, -9.81, 0.4, 0.95, 9.81, 0, 0
4.58, 0.733111, -1.13668, -1.13668, -9.81, 0.4, 0.95, 9.81, 0, 0
4.59, 0.721745, -1.23478, -1.23478, -9.81, 0.4, 0.95, 9.81, 0, 0
4.6, 0.709397, -1.33288, -1.33288, -9.81, 0.4, 0.95, 9.81, 0, 0
4.61, 0.696068, -1.43098, -1.43098, -9.81, 0.4, 0.95, 9.81, 0, 0
4.62, 0.681758, -1.52908, -1.52908, -9.81, 0.4, 0.95, 9.81, 0, 0
4.63, 0.666468, -1.62718, -1.62718, -9.81, 0.4, 0.95, 9.81, 0, 0
4.64, 0.650196, -1.72528, -1.72528, -9.81, 0.4, 0.95, 9.81, 0, 0
4.65, 0.632943, -1.82338, -1.82338, -9.81, 0.4, 0.95, 9.81, 0, 0
4.66, 0.614709, -1.92148, -1.92148, -9.81, 0.4, 0.95, 9.81, 0, 0
4.67, 0.595494, -2.01958, -2.01958, -9.81, 0.4, 0.95, 9.81, 0, 0
4.68, 0.575299, -2.11768, -2.11768, -9.81, 0.4, 0.95, 9.81, 0, 0
4.69, 0.554122, -2.21578, -2.21578, -9.81, 0.4, 0.95, 9.81, 0, 0
4.7, 0.531964, -2.31388, -2.31388, -9.81, 0.4, 0.95, 9.81, 0, 0
4.71, 0.508825, -2.41198, -2.41198, -9.81, 0.4, 0.95, 9.81, 0, 0
4.72, 0.484706, -2.51008, -2.51008, -9.81, 0.4, 0.95, 9.81, 0, 0
4.73, 0.459605, -2.60818, -2.60818, -9.81, 0.4, 0.95, 9.81, 0, 0
4.74, 0.433523, -2.70628, -2.70628, -9.81, 0.4, 0.95, 9.81, 0, 0
4.75, 0.40646, -2.80438, -2.80438, -9.81, 0.4, 0.95, 9.81, 0, 0
4.76, 0.378416, 2.75735, 2.75735, -9.81, 0.4, 0.95, 9.81, 0, 1
4.77, 0.40599, 2.65925, 2.65925, -9.81, 0.4, 0.95, 9.81, 0, 0
4.78, 0.432582, 2.56115, 2.56115, -9.81, 0.4, 0.95, 9.81, 0, 0
4.79, 0.458194, 2.46305, 2.46305, -9.81, 0.4, 0.95, 9.81, 0, 0
4.8, 0.482825, 2.36495, 2.36495, -9.81, 0.4, 0.95, 9.81, 0, 0
4.81, 0.506474, 2.26685, 2.26685, -9.81, 0.4, 0.95, 9.81, 0, 0
4.82, 0.529143, 2.16875, 2.16875, -9.81, 0.4, 0.95, 9.81, 0, 0
4.83, 0.55083, 2.07065, 2.07065, -9.81, 0.4, 0.95, 9.81, 0, 0
4.84, 0.571537, 1.97255, 1.97255, -9.81, 0.4, 0.95, 9.81, 0, 0
4.85, 0.591262, 1.87445, 1.87445, -9.81, 0.4, 0.95, 9.81, 0, 0
4.86, 0.610007, 1.77635, 1.77635, -9.81, 0.4, 0.95, 9.81, 0, 0
4.87, 0.62777, 1.67825, 1.67825, -9.81, 0.4, 0.95, 9.81, 0, 0
4.88, 0.644553, 1.58015, 1.58015, -9.81, 0.4, 0.95, 9.81, 0, 0
4.89, 0.660354, 1.48205, 1.48205, -9.81, 0.4, 0.95, 9.81, 0, 0
4.9, 0.675175, 1.38395, 1.38395, -9.81, 0.4, 0.95, 9.81, 0, 0
4.91, 0.689015, 1.28585, 1.28585, -9.81, 0.4, 0.95, 9.81, 0, 0
4.92, 0.701873, 1.18775, 1.18775, -9.81, 0.4, 0.95, 9.81, 0, 0
4.93, 0.713751, 1.08965, 1.08965, -9.81, 0.4, 0.95, 9.81, 0, 0
4.94, 0.724647, 0.991554, 0.991554, -9.81, 0.4, 0.95, 9.81, 0, 0
4.95, 0.734563, 0.893454, 0.893454, -9.81, 0.4, 0.95, 9.81, 0, 0
4.96, 0.743497, 0.795354, 0.795354, -9.81, 0.4, 0.95, 9.81, 0, 0
4.97, 0.751451, 0.697254, 0.697254, -9.81, 0.4, 0.95, 9.81, 0, 0
4.98, 0.758423, 0.599154, 0.599154, -9.81, 0.4, 0.95, 9.81, 0, 0
4.99, 0.764415, 0.501054, 0.501054, -9.81, 0.4, 0.95, 9.81, 0, 0
5, 0.769425, 0.402954, 0.402954, -9.81, 0.4, 0.95, 9.81, 0, 0
5.01, 0.773455, 0.304854, 0.304854, -9.81, 0.5, 0.95, 9.81, 0, 0
